invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total,month,hour
4939,WALM005,Fort Worth,Home and lifestyle,73.0,2.0,2023-11-20,15:39:00,Credit card,6.0,0.48,146.0,11,15
4940,WALM034,College Station,Fashion accessories,28.0,3.0,2023-10-19,20:16:00,Credit card,4.0,0.48,84.0,10,20
4941,WALM096,Eagle Pass,Home and lifestyle,63.0,3.0,2023-01-11,20:04:00,Credit card,6.0,0.18,189.0,1,20
4942,WALM036,Allen,Fashion accessories,16.0,1.0,2023-02-12,18:58:00,Credit card,8.0,0.48,16.0,2,18
4943,WALM071,Lufkin,Home and lifestyle,26.0,1.0,2021-09-16,18:19:00,Credit card,9.0,0.33,26.0,9,18
4944,WALM043,Baytown,Fashion accessories,27.0,3.0,2021-10-26,19:33:00,Credit card,4.0,0.48,81.0,10,19
4945,WALM001,Houston,Home and lifestyle,83.0,2.0,2022-12-10,19:59:00,Credit card,6.0,0.36,166.0,12,19
4946,WALM034,College Station,Fashion accessories,70.0,3.0,2022-09-24,15:25:00,Credit card,5.0,0.48,210.0,9,15
4947,WALM002,Dallas,Home and lifestyle,71.0,3.0,2023-10-29,16:26:00,Credit card,5.0,0.36,213.0,10,16
4948,WALM034,College Station,Fashion accessories,55.0,2.0,2021-05-08,20:21:00,Credit card,9.0,0.48,110.0,5,20
4949,WALM026,Denton,Home and lifestyle,20.0,1.0,2020-08-21,15:46:00,Credit card,7.0,0.48,20.0,8,15
4950,WALM081,Friendswood,Fashion accessories,48.0,1.0,2022-12-12,20:05:00,Credit card,7.0,0.33,48.0,12,20
4951,WALM005,Fort Worth,Home and lifestyle,41.0,2.0,2021-01-12,16:39:00,Credit card,6.0,0.48,82.0,1,16
4952,WALM078,Del Rio,Fashion accessories,81.0,3.0,2022-01-10,20:41:00,Credit card,4.0,0.33,243.0,1,20
4953,WALM045,Missouri City,Home and lifestyle,62.0,1.0,2021-07-11,18:24:00,Credit card,4.0,0.48,62.0,7,18
4954,WALM069,Rockwall,Fashion accessories,23.0,3.0,2023-12-31,15:54:00,Credit card,8.0,0.33,69.0,12,15
4955,WALM095,Big Spring,Home and lifestyle,66.0,3.0,2020-08-31,19:03:00,Credit card,8.0,0.33,198.0,8,19
4956,WALM088,Cleburne,Fashion accessories,63.0,2.0,2021-10-15,18:48:00,Credit card,5.0,0.33,126.0,10,18
4957,WALM036,Allen,Home and lifestyle,27.0,2.0,2022-12-18,15:34:00,Credit card,9.0,0.48,54.0,12,15
4958,WALM057,Euless,Fashion accessories,36.0,2.0,2020-11-20,20:25:00,Credit card,7.0,0.33,72.0,11,20
4959,WALM090,Brownwood,Home and lifestyle,53.0,1.0,2023-12-25,18:12:00,Credit card,6.0,0.33,53.0,12,18
4960,WALM015,Grand Prairie,Fashion accessories,65.0,1.0,2023-12-19,19:40:00,Credit card,5.0,0.48,65.0,12,19
4961,WALM071,Lufkin,Home and lifestyle,38.0,2.0,2023-08-14,16:23:00,Credit card,4.0,0.33,76.0,8,16
4962,WALM016,Brownsville,Fashion accessories,75.0,1.0,2021-09-15,18:30:00,Credit card,7.0,0.48,75.0,9,18
4963,WALM051,New Braunfels,Home and lifestyle,57.0,2.0,2023-06-10,18:49:00,Credit card,8.0,0.48,114.0,6,18
4964,WALM040,Edinburg,Fashion accessories,20.0,1.0,2020-12-09,20:19:00,Credit card,8.0,0.48,20.0,12,20
4965,WALM091,Little Elm,Home and lifestyle,62.0,3.0,2021-09-13,19:20:00,Credit card,4.0,0.33,186.0,9,19
4966,WALM093,Angleton,Fashion accessories,26.0,1.0,2020-03-09,17:20:00,Credit card,5.0,0.33,26.0,3,17
4967,WALM044,Pharr,Home and lifestyle,67.0,1.0,2023-06-08,19:29:00,Credit card,8.0,0.48,67.0,6,19
4968,WALM064,Bedford,Fashion accessories,81.0,2.0,2020-09-30,16:47:00,Credit card,9.0,0.33,162.0,9,16
4969,WALM024,Carrollton,Home and lifestyle,36.0,3.0,2023-07-10,15:29:00,Credit card,6.0,0.48,108.0,7,15
4970,WALM070,Hurst,Fashion accessories,70.0,3.0,2020-07-08,20:11:00,Credit card,7.0,0.33,210.0,7,20
4971,WALM057,Euless,Home and lifestyle,42.0,2.0,2020-07-11,17:47:00,Credit card,9.0,0.33,84.0,7,17
4972,WALM068,Burleson,Fashion accessories,46.0,1.0,2021-11-26,18:05:00,Credit card,8.0,0.33,46.0,11,18
4973,WALM061,Cedar Park,Home and lifestyle,76.0,2.0,2020-12-21,18:56:00,Credit card,7.0,0.33,152.0,12,18
4974,WALM078,Del Rio,Fashion accessories,35.0,3.0,2020-10-29,15:23:00,Credit card,4.0,0.33,105.0,10,15
4975,WALM049,North Richland Hills,Home and lifestyle,83.0,2.0,2023-02-09,16:42:00,Credit card,4.0,0.48,166.0,2,16
4976,WALM020,Killeen,Fashion accessories,55.0,2.0,2021-01-10,15:48:00,Credit card,4.0,0.48,110.0,1,15
4977,WALM090,Brownwood,Home and lifestyle,41.0,3.0,2021-01-12,15:57:00,Credit card,7.0,0.33,123.0,1,15
4978,WALM078,Del Rio,Fashion accessories,72.0,1.0,2022-08-20,18:46:00,Credit card,9.0,0.33,72.0,8,18
4979,WALM028,Odessa,Home and lifestyle,65.0,2.0,2021-08-13,20:12:00,Credit card,5.0,0.48,130.0,8,20
4980,WALM058,Port Arthur,Fashion accessories,35.0,1.0,2020-09-20,18:10:00,Credit card,5.0,0.33,35.0,9,18
4981,WALM017,McKinney,Home and lifestyle,58.0,3.0,2021-06-11,15:05:00,Credit card,8.0,0.48,174.0,6,15
4982,WALM001,Houston,Fashion accessories,67.0,1.0,2023-12-24,20:40:00,Credit card,8.0,0.36,67.0,12,20
4983,WALM037,League City,Home and lifestyle,56.0,1.0,2023-09-28,16:59:00,Credit card,9.0,0.48,56.0,9,16
4984,WALM017,McKinney,Fashion accessories,67.0,3.0,2023-11-30,20:21:00,Credit card,4.0,0.48,201.0,11,20
4985,WALM024,Carrollton,Home and lifestyle,79.0,1.0,2021-09-22,17:21:00,Credit card,6.0,0.48,79.0,9,17
4986,WALM083,Farmers Branch,Fashion accessories,43.0,3.0,2020-05-10,19:05:00,Credit card,8.0,0.33,129.0,5,19
4987,WALM052,Mansfield,Home and lifestyle,61.0,1.0,2023-10-31,15:17:00,Credit card,8.0,0.57,61.0,10,15
4988,WALM059,Pflugerville,Fashion accessories,57.0,3.0,2022-09-25,18:15:00,Credit card,9.0,0.33,171.0,9,18
4989,WALM098,Mineral Wells,Home and lifestyle,82.0,2.0,2023-12-27,18:35:00,Credit card,9.0,0.18,164.0,12,18
4990,WALM060,DeSoto,Fashion accessories,62.0,1.0,2023-11-20,15:59:00,Credit card,5.0,0.33,62.0,11,15
4991,WALM015,Grand Prairie,Home and lifestyle,63.0,2.0,2023-11-29,16:49:00,Credit card,9.0,0.48,126.0,11,16
4992,WALM059,Pflugerville,Fashion accessories,64.0,3.0,2021-01-10,16:05:00,Credit card,8.0,0.33,192.0,1,16
4993,WALM017,McKinney,Home and lifestyle,43.0,1.0,2020-08-20,17:51:00,Credit card,6.0,0.48,43.0,8,17
4994,WALM043,Baytown,Fashion accessories,70.0,3.0,2020-01-12,17:11:00,Credit card,6.0,0.48,210.0,1,17
4995,WALM009,Plano,Home and lifestyle,39.0,3.0,2023-11-21,19:11:00,Credit card,6.0,0.48,117.0,11,19
4996,WALM001,Houston,Fashion accessories,70.0,3.0,2021-01-10,17:57:00,Credit card,8.0,0.36,210.0,1,17
4997,WALM060,DeSoto,Home and lifestyle,19.0,3.0,2021-09-15,17:59:00,Credit card,8.0,0.33,57.0,9,17
4998,WALM083,Farmers Branch,Fashion accessories,67.0,2.0,2020-09-17,20:35:00,Credit card,5.0,0.33,134.0,9,20
4999,WALM023,Midland,Home and lifestyle,65.0,2.0,2023-08-12,20:48:00,Credit card,6.0,0.48,130.0,8,20
5000,WALM052,Mansfield,Fashion accessories,50.0,2.0,2022-10-21,16:17:00,Credit card,7.0,0.57,100.0,10,16
5001,WALM068,Burleson,Home and lifestyle,29.0,3.0,2023-02-12,19:45:00,Credit card,5.0,0.33,87.0,2,19
5002,WALM085,Kerrville,Fashion accessories,38.0,3.0,2022-08-20,19:29:00,Credit card,5.0,0.33,114.0,8,19
5003,WALM051,New Braunfels,Home and lifestyle,84.0,1.0,2022-11-13,18:29:00,Credit card,9.0,0.48,84.0,11,18
5004,WALM063,Georgetown,Fashion accessories,33.0,1.0,2023-12-17,17:14:00,Credit card,4.0,0.33,33.0,12,17
5005,WALM072,Lancaster,Home and lifestyle,61.0,3.0,2020-08-25,16:37:00,Credit card,4.0,0.33,183.0,8,16
5006,WALM031,Lewisville,Fashion accessories,53.0,1.0,2023-08-20,17:39:00,Credit card,5.0,0.48,53.0,8,17
5007,WALM012,Garland,Home and lifestyle,47.0,3.0,2021-08-15,18:41:00,Credit card,8.0,0.48,141.0,8,18
5008,WALM069,Rockwall,Fashion accessories,83.0,1.0,2023-12-15,17:08:00,Credit card,9.0,0.33,83.0,12,17
5009,WALM048,Harlingen,Home and lifestyle,61.0,3.0,2022-02-08,19:48:00,Credit card,4.0,0.48,183.0,2,19
5010,WALM063,Georgetown,Fashion accessories,26.0,1.0,2021-12-17,19:05:00,Credit card,8.0,0.33,26.0,12,19
5011,WALM008,Corpus Christi,Home and lifestyle,73.0,3.0,2023-09-29,19:08:00,Credit card,8.0,0.48,219.0,9,19
5012,WALM052,Mansfield,Fashion accessories,16.0,2.0,2022-06-11,19:16:00,Credit card,4.0,0.57,32.0,6,19
5013,WALM072,Lancaster,Home and lifestyle,75.0,1.0,2020-11-28,20:57:00,Credit card,9.0,0.33,75.0,11,20
5014,WALM041,Mission,Fashion accessories,34.0,3.0,2023-10-26,19:44:00,Cash,6.0,0.48,102.0,10,19
5015,WALM018,Frisco,Home and lifestyle,20.0,1.0,2021-09-22,15:40:00,Credit card,6.0,0.48,20.0,9,15
5016,WALM023,Midland,Fashion accessories,24.0,3.0,2022-08-21,17:40:00,Credit card,8.0,0.48,72.0,8,17
5017,WALM007,Arlington,Home and lifestyle,63.0,2.0,2023-04-08,20:57:00,Credit card,5.0,0.48,126.0,4,20
5018,WALM052,Mansfield,Fashion accessories,29.0,1.0,2022-08-15,19:50:00,Credit card,9.0,0.57,29.0,8,19
5019,WALM067,Haltom City,Home and lifestyle,79.0,1.0,2021-11-22,19:16:00,Credit card,8.0,0.33,79.0,11,19
5020,WALM041,Mission,Fashion accessories,21.0,2.0,2021-09-24,19:56:00,Cash,9.0,0.48,42.0,9,19
5021,WALM096,Eagle Pass,Home and lifestyle,73.0,1.0,2020-11-14,18:11:00,Credit card,8.0,0.18,73.0,11,18
5022,WALM031,Lewisville,Fashion accessories,30.0,2.0,2022-09-28,20:49:00,Credit card,7.0,0.48,60.0,9,20
5023,WALM080,Nacogdoches,Home and lifestyle,82.0,1.0,2022-10-20,15:59:00,Credit card,9.0,0.33,82.0,10,15
5024,WALM041,Mission,Fashion accessories,48.0,1.0,2022-10-17,16:07:00,Cash,9.0,0.48,48.0,10,16
5025,WALM051,New Braunfels,Home and lifestyle,81.0,3.0,2021-04-10,19:41:00,Credit card,5.0,0.48,243.0,4,19
5026,WALM095,Big Spring,Fashion accessories,69.0,2.0,2020-04-10,19:49:00,Credit card,5.0,0.33,138.0,4,19
5027,WALM009,Plano,Home and lifestyle,16.0,3.0,2020-02-08,18:43:00,Credit card,7.0,0.48,48.0,2,18
5028,WALM019,Pasadena,Fashion accessories,67.0,3.0,2022-07-09,20:57:00,Credit card,6.0,0.48,201.0,7,20
5029,WALM040,Edinburg,Home and lifestyle,45.0,1.0,2022-08-08,20:29:00,Credit card,4.0,0.48,45.0,8,20
5030,WALM096,Eagle Pass,Fashion accessories,32.0,3.0,2022-09-18,16:39:00,Credit card,4.0,0.18,96.0,9,16
5031,WALM040,Edinburg,Home and lifestyle,73.0,1.0,2022-08-28,18:02:00,Credit card,4.0,0.48,73.0,8,18
5032,WALM058,Port Arthur,Fashion accessories,84.0,2.0,2023-11-22,16:53:00,Credit card,8.0,0.33,168.0,11,16
5033,WALM081,Friendswood,Home and lifestyle,83.0,1.0,2023-10-21,20:24:00,Credit card,8.0,0.33,83.0,10,20
5034,WALM010,Laredo,Fashion accessories,16.0,1.0,2021-11-10,15:19:00,Credit card,9.0,0.48,16.0,11,15
5035,WALM079,La Porte,Home and lifestyle,35.0,2.0,2022-06-11,17:47:00,Credit card,6.0,0.33,70.0,6,17
5036,WALM044,Pharr,Fashion accessories,35.0,3.0,2021-09-22,17:38:00,Credit card,7.0,0.48,105.0,9,17
5037,WALM095,Big Spring,Home and lifestyle,49.0,2.0,2022-09-18,15:55:00,Credit card,8.0,0.33,98.0,9,15
5038,WALM070,Hurst,Fashion accessories,60.0,2.0,2022-03-09,17:14:00,Credit card,5.0,0.33,120.0,3,17
5039,WALM006,El Paso,Home and lifestyle,82.0,1.0,2022-08-14,19:54:00,Credit card,5.0,0.48,82.0,8,19
5040,WALM100,Canyon,Fashion accessories,15.0,3.0,2023-11-14,19:01:00,Credit card,7.0,0.18,45.0,11,19
5041,WALM005,Fort Worth,Home and lifestyle,30.0,1.0,2022-06-10,16:33:00,Credit card,6.0,0.48,30.0,6,16
5042,WALM002,Dallas,Fashion accessories,67.0,1.0,2021-09-20,15:36:00,Credit card,5.0,0.36,67.0,9,15
5043,WALM014,Amarillo,Home and lifestyle,50.0,3.0,2021-06-08,20:14:00,Credit card,9.0,0.48,150.0,6,20
5044,WALM051,New Braunfels,Fashion accessories,68.0,1.0,2023-07-10,19:00:00,Credit card,7.0,0.57,68.0,7,19
5045,WALM060,DeSoto,Home and lifestyle,19.0,2.0,2020-03-12,18:47:00,Credit card,7.0,0.33,38.0,3,18
5046,WALM039,Longview,Fashion accessories,15.0,3.0,2023-10-30,18:11:00,Credit card,4.0,0.48,45.0,10,18
5047,WALM028,Odessa,Home and lifestyle,58.0,3.0,2021-02-09,17:27:00,Credit card,8.0,0.48,174.0,2,17
5048,WALM006,El Paso,Fashion accessories,83.0,1.0,2022-09-22,18:11:00,Credit card,4.0,0.48,83.0,9,18
5049,WALM036,Allen,Home and lifestyle,27.0,1.0,2023-12-28,16:18:00,Credit card,9.0,0.48,27.0,12,16
5050,WALM070,Hurst,Fashion accessories,67.0,2.0,2022-11-27,15:50:00,Credit card,9.0,0.33,134.0,11,15
5051,WALM078,Del Rio,Home and lifestyle,64.0,2.0,2022-10-09,19:07:00,Credit card,6.0,0.33,128.0,10,19
5052,WALM033,Pearland,Fashion accessories,49.0,2.0,2022-08-18,17:14:00,Credit card,5.0,0.48,98.0,8,17
5053,WALM026,Denton,Home and lifestyle,27.0,2.0,2022-11-30,16:09:00,Credit card,5.0,0.48,54.0,11,16
5054,WALM027,Abilene,Fashion accessories,53.0,3.0,2021-02-10,18:02:00,Credit card,8.0,0.48,159.0,2,18
5055,WALM072,Lancaster,Home and lifestyle,19.0,2.0,2020-02-09,17:21:00,Credit card,6.0,0.33,38.0,2,17
5056,WALM033,Pearland,Fashion accessories,26.0,3.0,2023-11-27,19:10:00,Credit card,6.0,0.48,78.0,11,19
5057,WALM019,Pasadena,Home and lifestyle,29.0,3.0,2023-10-14,18:18:00,Credit card,6.0,0.48,87.0,10,18
5058,WALM013,Irving,Fashion accessories,68.0,1.0,2020-11-11,16:12:00,Credit card,9.0,0.48,68.0,11,16
5059,WALM095,Big Spring,Home and lifestyle,25.0,3.0,2020-11-10,17:37:00,Credit card,6.0,0.33,75.0,11,17
5060,WALM031,Lewisville,Fashion accessories,46.0,2.0,2022-10-16,19:40:00,Credit card,9.0,0.48,92.0,10,19
5061,WALM068,Burleson,Home and lifestyle,75.0,2.0,2023-10-28,15:32:00,Credit card,6.0,0.33,150.0,10,15
5062,WALM076,Huntsville,Fashion accessories,19.0,2.0,2023-11-14,20:55:00,Credit card,5.0,0.33,38.0,11,20
5063,WALM013,Irving,Home and lifestyle,65.0,3.0,2022-09-11,16:03:00,Credit card,9.0,0.48,195.0,9,16
5064,WALM044,Pharr,Fashion accessories,40.0,2.0,2020-10-25,20:47:00,Credit card,5.0,0.48,80.0,10,20
5065,WALM098,Mineral Wells,Home and lifestyle,60.0,3.0,2023-10-17,18:42:00,Credit card,9.0,0.18,180.0,10,18
5066,WALM021,McAllen,Fashion accessories,79.0,2.0,2021-10-25,15:55:00,Credit card,9.0,0.48,158.0,10,15
5067,WALM020,Killeen,Home and lifestyle,30.0,1.0,2020-10-31,19:13:00,Credit card,9.0,0.48,30.0,10,19
5068,WALM017,McKinney,Fashion accessories,68.0,3.0,2022-10-16,17:02:00,Credit card,8.0,0.48,204.0,10,17
5069,WALM031,Lewisville,Home and lifestyle,19.0,2.0,2022-08-20,19:13:00,Credit card,4.0,0.48,38.0,8,19
5070,WALM044,Pharr,Fashion accessories,68.0,1.0,2020-10-11,17:42:00,Credit card,8.0,0.48,68.0,10,17
5071,WALM034,College Station,Home and lifestyle,28.0,1.0,2021-06-09,19:26:00,Credit card,6.0,0.48,28.0,6,19
5072,WALM076,Huntsville,Fashion accessories,49.0,2.0,2022-02-12,16:40:00,Credit card,9.0,0.33,98.0,2,16
5073,WALM097,Alice,Home and lifestyle,37.0,1.0,2023-09-29,17:03:00,Credit card,5.0,0.18,37.0,9,17
5074,WALM013,Irving,Fashion accessories,18.0,2.0,2020-08-22,19:00:00,Credit card,9.0,0.48,36.0,8,19
5075,WALM052,Mansfield,Home and lifestyle,70.0,3.0,2021-12-26,16:55:00,Credit card,8.0,0.57,210.0,12,16
5076,WALM078,Del Rio,Fashion accessories,70.0,3.0,2021-12-25,16:30:00,Credit card,6.0,0.33,210.0,12,16
5077,WALM022,Mesquite,Home and lifestyle,47.0,2.0,2023-08-08,19:04:00,Credit card,6.0,0.48,94.0,8,19
5078,WALM020,Killeen,Fashion accessories,65.0,1.0,2023-03-11,17:53:00,Credit card,8.0,0.48,65.0,3,17
5079,WALM014,Amarillo,Home and lifestyle,62.0,2.0,2022-09-30,20:20:00,Credit card,4.0,0.48,124.0,9,20
5080,WALM070,Hurst,Fashion accessories,27.0,2.0,2023-12-11,16:01:00,Credit card,8.0,0.33,54.0,12,16
5081,WALM006,El Paso,Home and lifestyle,64.0,2.0,2023-11-21,15:56:00,Credit card,5.0,0.48,128.0,11,15
5082,WALM010,Laredo,Fashion accessories,78.0,2.0,2023-08-18,15:47:00,Credit card,9.0,0.48,156.0,8,15
5083,WALM063,Georgetown,Home and lifestyle,71.0,2.0,2021-11-11,18:14:00,Credit card,6.0,0.33,142.0,11,18
5084,WALM049,North Richland Hills,Fashion accessories,83.0,1.0,2021-10-27,19:57:00,Credit card,5.0,0.48,83.0,10,19
5085,WALM005,Fort Worth,Home and lifestyle,48.0,2.0,2020-10-09,17:44:00,Credit card,8.0,0.48,96.0,10,17
5086,WALM078,Del Rio,Fashion accessories,69.0,3.0,2021-10-17,16:39:00,Credit card,5.0,0.33,207.0,10,16
5087,WALM066,Grapevine,Home and lifestyle,37.0,3.0,2020-11-11,19:07:00,Credit card,5.0,0.33,111.0,11,19
5088,WALM041,Mission,Fashion accessories,17.0,1.0,2020-03-08,15:08:00,Cash,6.0,0.48,17.0,3,15
5089,WALM092,Lake Jackson,Home and lifestyle,19.0,1.0,2021-08-21,17:02:00,Credit card,9.0,0.33,19.0,8,17
5090,WALM004,Austin,Fashion accessories,67.0,2.0,2022-10-30,20:10:00,Credit card,6.0,0.48,134.0,10,20
5091,WALM027,Abilene,Home and lifestyle,66.0,2.0,2023-01-09,19:14:00,Credit card,4.0,0.48,132.0,1,19
5092,WALM011,Lubbock,Fashion accessories,18.0,1.0,2020-09-22,18:30:00,Credit card,7.0,0.48,18.0,9,18
5093,WALM020,Killeen,Home and lifestyle,28.0,3.0,2021-04-09,20:16:00,Credit card,7.0,0.48,84.0,4,20
5094,WALM014,Amarillo,Fashion accessories,28.0,2.0,2022-02-10,20:04:00,Credit card,8.0,0.48,56.0,2,20
5095,WALM026,Denton,Home and lifestyle,73.0,3.0,2020-12-30,15:17:00,Credit card,9.0,0.48,219.0,12,15
5096,WALM067,Haltom City,Fashion accessories,51.0,1.0,2021-10-22,18:03:00,Credit card,4.0,0.33,51.0,10,18
5097,WALM081,Friendswood,Home and lifestyle,59.0,3.0,2020-08-13,16:00:00,Credit card,4.0,0.33,177.0,8,16
5098,WALM028,Odessa,Fashion accessories,60.0,3.0,2022-04-09,20:09:00,Credit card,5.0,0.48,180.0,4,20
5099,WALM009,Plano,Home and lifestyle,42.0,2.0,2023-10-26,17:21:00,Credit card,9.0,0.48,84.0,10,17
5100,WALM071,Lufkin,Fashion accessories,81.0,1.0,2020-08-12,17:36:00,Credit card,7.0,0.33,81.0,8,17
5101,WALM059,Pflugerville,Home and lifestyle,75.0,1.0,2023-10-16,20:57:00,Credit card,6.0,0.33,75.0,10,20
5102,WALM062,Galveston,Fashion accessories,64.0,2.0,2023-12-08,15:22:00,Credit card,7.0,0.33,128.0,12,15
5103,WALM072,Lancaster,Home and lifestyle,45.0,2.0,2021-09-12,16:46:00,Credit card,6.0,0.33,90.0,9,16
5104,WALM059,Pflugerville,Fashion accessories,42.0,1.0,2023-11-14,15:26:00,Credit card,7.0,0.33,42.0,11,15
5105,WALM023,Midland,Home and lifestyle,38.0,2.0,2021-10-21,15:52:00,Credit card,8.0,0.48,76.0,10,15
5106,WALM008,Corpus Christi,Fashion accessories,56.0,1.0,2023-08-15,19:27:00,Credit card,4.0,0.48,56.0,8,19
5107,WALM093,Angleton,Home and lifestyle,74.0,2.0,2020-10-21,16:38:00,Credit card,6.0,0.33,148.0,10,16
5108,WALM002,Dallas,Fashion accessories,38.0,1.0,2021-09-16,17:48:00,Credit card,9.0,0.36,38.0,9,17
5109,WALM094,Alamo,Home and lifestyle,33.0,2.0,2023-10-18,17:57:00,Credit card,5.0,0.33,66.0,10,17
5110,WALM072,Lancaster,Fashion accessories,33.0,3.0,2023-10-12,16:57:00,Credit card,5.0,0.33,99.0,10,16
5111,WALM069,Rockwall,Home and lifestyle,62.0,3.0,2020-08-31,17:16:00,Credit card,9.0,0.33,186.0,8,17
5112,WALM090,Brownwood,Fashion accessories,29.0,1.0,2021-09-21,17:22:00,Credit card,7.0,0.33,29.0,9,17
5113,WALM023,Midland,Home and lifestyle,29.0,2.0,2020-08-16,18:29:00,Credit card,5.0,0.48,58.0,8,18
5114,WALM051,New Braunfels,Fashion accessories,36.0,1.0,2022-08-27,20:31:00,Credit card,7.0,0.57,36.0,8,20
5115,WALM060,DeSoto,Home and lifestyle,65.0,1.0,2023-04-08,17:11:00,Credit card,6.0,0.33,65.0,4,17
5116,WALM083,Farmers Branch,Fashion accessories,28.0,3.0,2022-12-14,19:44:00,Credit card,7.0,0.33,84.0,12,19
5117,WALM028,Odessa,Home and lifestyle,71.0,3.0,2020-09-12,18:22:00,Credit card,5.0,0.48,213.0,9,18
5118,WALM061,Cedar Park,Fashion accessories,19.0,1.0,2021-08-11,19:31:00,Credit card,5.0,0.33,19.0,8,19
5119,WALM017,McKinney,Home and lifestyle,33.0,1.0,2022-03-12,19:11:00,Credit card,9.0,0.48,33.0,3,19
5120,WALM047,Flower Mound,Fashion accessories,43.0,1.0,2023-08-14,16:39:00,Credit card,4.0,0.48,43.0,8,16
5121,WALM093,Angleton,Home and lifestyle,59.0,1.0,2022-06-09,18:19:00,Credit card,7.0,0.33,59.0,6,18
5122,WALM090,Brownwood,Fashion accessories,30.0,2.0,2022-05-12,15:16:00,Credit card,6.0,0.33,60.0,5,15
5123,WALM085,Kerrville,Home and lifestyle,62.0,1.0,2022-08-21,19:11:00,Credit card,4.0,0.33,62.0,8,19
5124,WALM085,Kerrville,Fashion accessories,68.0,1.0,2020-08-13,16:01:00,Credit card,7.0,0.33,68.0,8,16
5125,WALM034,College Station,Home and lifestyle,38.0,1.0,2023-08-26,15:02:00,Credit card,8.0,0.48,38.0,8,15
5126,WALM020,Killeen,Fashion accessories,48.0,2.0,2021-12-28,19:16:00,Credit card,5.0,0.48,96.0,12,19
5127,WALM023,Midland,Home and lifestyle,78.0,1.0,2021-04-12,19:11:00,Credit card,5.0,0.48,78.0,4,19
5128,WALM076,Huntsville,Fashion accessories,37.0,1.0,2022-09-11,17:09:00,Credit card,6.0,0.33,37.0,9,17
5129,WALM100,Canyon,Home and lifestyle,61.0,3.0,2020-10-10,20:25:00,Credit card,4.0,0.18,183.0,10,20
5130,WALM091,Little Elm,Fashion accessories,32.0,3.0,2021-12-25,15:49:00,Credit card,4.0,0.33,96.0,12,15
5131,WALM088,Cleburne,Home and lifestyle,65.0,1.0,2022-02-11,18:10:00,Credit card,8.0,0.33,65.0,2,18
5132,WALM026,Denton,Fashion accessories,20.0,2.0,2021-03-10,20:25:00,Credit card,8.0,0.48,40.0,3,20
5133,WALM072,Lancaster,Home and lifestyle,42.0,1.0,2022-11-13,20:36:00,Credit card,7.0,0.33,42.0,11,20
5134,WALM096,Eagle Pass,Fashion accessories,54.0,2.0,2023-12-28,19:49:00,Credit card,5.0,0.18,108.0,12,19
5135,WALM012,Garland,Home and lifestyle,24.0,2.0,2020-09-21,16:43:00,Credit card,7.0,0.48,48.0,9,16
5136,WALM095,Big Spring,Fashion accessories,38.0,3.0,2021-08-15,15:12:00,Credit card,4.0,0.33,114.0,8,15
5137,WALM095,Big Spring,Home and lifestyle,22.0,2.0,2021-01-10,20:48:00,Credit card,8.0,0.33,44.0,1,20
5138,WALM014,Amarillo,Fashion accessories,43.0,3.0,2023-10-13,15:10:00,Credit card,4.0,0.48,129.0,10,15
5139,WALM081,Friendswood,Home and lifestyle,75.0,3.0,2022-11-22,19:14:00,Credit card,6.0,0.33,225.0,11,19
5140,WALM052,Mansfield,Fashion accessories,25.0,2.0,2023-09-11,19:36:00,Credit card,5.0,0.57,50.0,9,19
5141,WALM020,Killeen,Home and lifestyle,35.0,3.0,2022-09-08,19:23:00,Credit card,6.0,0.48,105.0,9,19
5142,WALM072,Lancaster,Fashion accessories,62.0,2.0,2023-11-15,16:25:00,Credit card,5.0,0.33,124.0,11,16
5143,WALM012,Garland,Home and lifestyle,62.0,1.0,2021-09-22,18:55:00,Credit card,4.0,0.48,62.0,9,18
5144,WALM057,Euless,Fashion accessories,20.0,2.0,2022-01-10,19:28:00,Credit card,8.0,0.33,40.0,1,19
5145,WALM023,Midland,Home and lifestyle,25.0,3.0,2023-08-14,17:02:00,Credit card,9.0,0.48,75.0,8,17
5146,WALM020,Killeen,Fashion accessories,69.0,3.0,2021-10-10,19:02:00,Credit card,8.0,0.48,207.0,10,19
5147,WALM006,El Paso,Home and lifestyle,48.0,3.0,2023-09-19,15:30:00,Credit card,5.0,0.48,144.0,9,15
5148,WALM033,Pearland,Fashion accessories,59.0,3.0,2022-08-20,20:40:00,Credit card,5.0,0.48,177.0,8,20
5149,WALM005,Fort Worth,Home and lifestyle,49.0,3.0,2022-08-30,17:45:00,Credit card,7.0,0.48,147.0,8,17
5150,WALM027,Abilene,Fashion accessories,17.0,2.0,2021-11-11,16:14:00,Credit card,9.0,0.48,34.0,11,16
5151,WALM004,Austin,Home and lifestyle,55.0,1.0,2020-10-19,15:04:00,Credit card,7.0,0.48,55.0,10,15
5152,WALM005,Fort Worth,Fashion accessories,24.0,2.0,2023-03-10,18:27:00,Credit card,4.0,0.48,48.0,3,18
5153,WALM091,Little Elm,Home and lifestyle,32.0,1.0,2020-08-26,15:32:00,Credit card,7.0,0.33,32.0,8,15
5154,WALM011,Lubbock,Fashion accessories,29.0,2.0,2021-04-09,15:42:00,Credit card,4.0,0.48,58.0,4,15
5155,WALM024,Carrollton,Home and lifestyle,42.0,1.0,2022-08-22,20:32:00,Credit card,6.0,0.48,42.0,8,20
